"KOD_ZSJ","MOP"
317501,"MOP Uhříněves Praha IV."
317519,"MOP Uhříněves Praha IV."
317527,"MOP Uhříněves Praha IV."
317535,"MOP Uhříněves Praha IV."
317543,"MOP Uhříněves Praha IV."
317551,"MOP Újezd nad Lesy Praha III."
317560,"MOP Uhříněves Praha IV."
317578,"MOP Uhříněves Praha IV."
317586,"MOP Uhříněves Praha IV."
317594,"MOP Uhříněves Praha IV."
317608,"MOP Uhříněves Praha IV."
317616,"MOP Uhříněves Praha IV."
317624,"MOP Uhříněves Praha IV."
317632,"MOP Uhříněves Praha IV."
317641,"MOP Uhříněves Praha IV."
317659,"MOP Uhříněves Praha IV."
317667,"MOP Uhříněves Praha IV."
317985,"OOP Ostrava - Hrabůvka"
317993,"OOP Ostrava - Hrabůvka"
318205,"MOP Vinohrady Praha II."
318213,"MOP Krakovská Praha I."
318221,"MOP Stodůlky Praha II."
318230,"MOP Stodůlky Praha II."
318256,"MOP Kobylisy Praha III."
318264,"OŽP Masarykovo nádraží Praha I."
318272,"MOP Kyje Praha III."
318281,"MOP Kyje Praha III."
318299,"MOP Vysočany Praha III."
318302,"MOP Kyje Praha III."
318311,"MOP Hostivař Praha IV."
318329,"MOP Hostivař Praha IV."
318337,"MOP Kyje Praha III."
318345,"MOP Hostivař Praha IV."
318353,"MOP Stodůlky Praha II."
318361,"MOP Stodůlky Praha II."
318370,"MOP Stodůlky Praha II."
318388,"MOP Hostivař Praha IV."
318469,"MOP Dejvice Praha I."
318485,"MOP Hostivař Praha IV."
318523,"OOP Brno - sever"
318531,"OOP Brno - sever"
319716,"OOP Plzeň 1"
319724,"OOP Plzeň 2"
319732,"OOP Plzeň 2"
319741,"OOP Plzeň 2"
319759,"OOP Plzeň - Bory"
319767,"OOP Plzeň 1"
319911,"OOP Ostrava - Zábřeh"
319929,"OOP Slezská Ostrava"
319937,"OOP Slezská Ostrava"
319945,"OOP Slezská Ostrava"
319953,"OOP Slezská Ostrava"
319961,"OOP Slezská Ostrava"
319970,"OOP Vratimov"
319988,"OOP Vratimov"
319996,"OOP Ostrava - Mariánské Hory"
320005,"OOP Ostrava - Mariánské Hory"
320013,"OOP Ostrava - Vítkovice"
320021,"OOP Ostrava - Poruba 2"
320501,"MOP Spořilov Praha IV."
320510,"MOP Nusle Praha IV."
320528,"MOP Prosek III."
320536,"MOP Prosek III."
320544,"MOP Zličín Praha II."
320552,"MOP Stodůlky Praha II."
320561,"MOP Stodůlky Praha II."
320579,"MOP Stodůlky Praha II."
320587,"MOP Stodůlky Praha II."
320595,"MOP Zličín Praha II."
320609,"MOP Zličín Praha II."
320773,"MOP Břevnov Praha I."
320781,"MOP Vršovice Praha IV."
320790,"OOP Brno - výstaviště"
320803,"OOP Brno - Židenice"
320811,"OOP Brno - sever"
320820,"OOP Brno - Žabovřesky"
322261,"OOP Plzeň - Skvrňany"
322270,"OOP Plzeň - Skvrňany"
322326,"MOP Dejvice Praha I."
324833,"MOP Spořilov Praha IV."
324841,"MOP Podolí Praha IV."
324850,"MOP Košíře Praha II."
324868,"MOP Radotín Praha II."
324876,"MOP Radotín Praha II."
324884,"MOP Radotín Praha II."
324892,"MOP Břevnov Praha I."
324906,"MOP Horní Počernice Praha III."
325091,"OOP Ostrava - Poruba 2"
325104,"OOP Ostrava - Poruba 1"
327760,"OOP Plzeň - Vinice"
328600,"OOP Brno - Žabovřesky"
328618,"OOP Brno - Bystrc"
328626,"OOP Brno - Bystrc"
328634,"OOP Brno - Bystrc"
328642,"OOP Brno - Bystrc"
329312,"OOP Plzeň 2"
329321,"OOP Plzeň 2"
329339,"OOP Plzeň 2"
329347,"OOP Plzeň 2"
329355,"OOP Plzeň - Bory"
329363,"OOP Plzeň - střed"
329371,"OOP Plzeň 4"
329380,"OOP Plzeň 4"
329398,"OOP Plzeň 4"
329401,"OOP Plzeň 2"
329738,"MOP Řepy Praha I."
329746,"MOP Uhříněves Praha IV."
329754,"MOP Uhříněves Praha IV."
329762,"MOP Uhříněves Praha IV."
329771,"MOP Hostivař Praha IV."
329789,"MOP Uhříněves Praha IV."
329797,"MOP Lhotka Praha IV."
329801,"MOP Lhotka Praha IV."
329819,"MOP Jižní Město 1 Praha IV."
329827,"MOP Modřany Praha IV."
329835,"MOP Modřany Praha IV."
