Id,Vykazovane_zjisteno_mvcr,Vykazovane_objasneno_mvcr,FK_Crime_Lookup,FK_Area_Lookup,FK_Time_Range,Vykazovane_zjisteno_mesic,Vykazovane_objasneno_mesic,FK_District_Lookup
22183,3,0,2,0,25,3,0,34
22184,1,0,2,0,25,1,0,35
22185,3,1,2,0,25,3,1,36
22186,0,0,2,0,25,0,0,37
22187,4,0,2,0,25,4,0,38
22188,2,0,2,0,25,2,0,39
22189,2,0,2,0,25,2,0,40
22190,1,0,2,0,25,1,0,41
22191,0,0,2,0,25,0,0,42
22192,0,0,2,0,25,0,0,43
22193,3,0,2,0,25,3,0,44
22194,0,0,2,0,25,0,0,45
22195,4,0,2,0,25,4,0,46
22196,0,0,2,0,25,0,0,47
22197,1,0,2,0,25,1,0,48
22198,2,1,2,0,25,2,1,49
22199,1,0,2,0,25,1,0,50
22200,3,0,2,0,25,3,0,51
22201,0,0,2,0,25,0,0,52
22202,0,0,2,0,25,0,0,53
22203,1,0,2,0,25,1,0,54
22204,2,1,2,0,25,2,1,55
22205,6,4,2,0,25,6,4,56
22206,1,0,2,0,25,1,0,57
22207,7,5,2,0,25,7,5,58
22208,5,1,2,0,25,5,1,59
22209,0,0,2,0,25,0,0,60
22210,1,1,2,0,25,1,1,61
22211,3,0,2,0,25,3,0,62
22212,2,1,2,0,25,2,1,63
22213,1,0,2,0,25,1,0,64
22214,1,0,2,0,25,1,0,65
22215,6,4,2,0,25,6,4,66
22216,2,2,2,0,25,2,2,67
22217,1,0,2,0,25,1,0,68
22218,2,0,2,0,25,2,0,69
22219,1,0,2,0,25,1,0,70
22220,0,0,2,0,25,0,0,71
22221,0,0,2,0,25,0,0,72
22222,2,1,2,0,25,2,1,73
22223,0,0,2,0,25,0,0,74
22224,2,1,2,0,25,2,1,75
22225,4,0,2,0,25,4,0,76
22226,0,0,2,0,25,0,0,77
22227,3,0,2,0,25,3,0,78
22228,0,0,2,0,25,0,0,79
22229,1,1,2,0,25,1,1,80
22230,0,0,2,0,25,0,0,81
22231,1,0,2,0,25,1,0,82
22232,0,0,2,0,25,0,0,83
22233,2,0,2,0,25,2,0,84
22234,4,1,2,0,25,4,1,85
22235,2,2,2,0,25,2,2,86
22236,0,0,2,0,25,0,0,87
22237,4242,454,3,1,25,4242,454,0
22238,808,20,3,2,25,808,20,0
22239,644,38,3,3,25,644,38,0
22240,184,23,3,4,25,184,23,0
22241,260,40,3,5,25,260,40,0
22242,449,85,3,6,25,449,85,0
22243,202,37,3,7,25,202,37,0
22244,332,18,3,8,25,332,18,0
22245,604,71,3,9,25,604,71,0
22246,177,18,3,10,25,177,18,0
22247,113,22,3,11,25,113,22,0
22248,145,15,3,12,25,145,15,0
22249,139,30,3,13,25,139,30,0
22250,44,8,3,14,25,44,8,0
22251,141,29,3,15,25,141,29,0
22252,147,6,3,0,25,147,6,1
22253,176,4,3,0,25,176,4,2
22254,211,7,3,0,25,211,7,3
22255,274,3,3,0,25,274,3,4
22256,0,0,3,0,25,0,0,5
22257,61,6,3,0,25,61,6,6
22258,70,3,3,0,25,70,3,7
22259,46,3,3,0,25,46,3,8
22260,49,2,3,0,25,49,2,9
22261,21,2,3,0,25,21,2,10
22262,37,2,3,0,25,37,2,11
22263,63,1,3,0,25,63,1,12
22264,44,2,3,0,25,44,2,13
22265,70,1,3,0,25,70,1,14
22266,23,6,3,0,25,23,6,15
22267,71,4,3,0,25,71,4,16
22268,48,4,3,0,25,48,4,17
22269,41,2,3,0,25,41,2,18
22270,67,2,3,0,25,67,2,19
22271,20,8,3,0,25,20,8,20
22272,15,1,3,0,25,15,1,21
22273,16,2,3,0,25,16,2,22
22274,15,1,3,0,25,15,1,23
22275,30,2,3,0,25,30,2,24
22276,21,7,3,0,25,21,7,25
22277,22,9,3,0,25,22,9,26
22278,32,5,3,0,25,32,5,27
22279,100,11,3,0,25,100,11,28
22280,40,6,3,0,25,40,6,29
22281,38,4,3,0,25,38,4,30
22282,7,0,3,0,25,7,0,31
22283,21,5,3,0,25,21,5,32
22284,67,26,3,0,25,67,26,33
22285,67,11,3,0,25,67,11,34
22286,51,12,3,0,25,51,12,35
22287,46,5,3,0,25,46,5,36
22288,70,15,3,0,25,70,15,37
22289,53,4,3,0,25,53,4,38
22290,95,12,3,0,25,95,12,39
22291,36,5,3,0,25,36,5,40
22292,22,1,3,0,25,22,1,41
22293,47,6,3,0,25,47,6,42
22294,29,6,3,0,25,29,6,43
22295,68,19,3,0,25,68,19,44
22296,0,0,3,0,25,0,0,45
22297,169,4,3,0,25,169,4,46
22298,57,2,3,0,25,57,2,47
22299,20,4,3,0,25,20,4,48
22300,15,1,3,0,25,15,1,49
22301,30,2,3,0,25,30,2,50
22302,41,5,3,0,25,41,5,51
22303,0,0,3,0,25,0,0,52
22304,0,0,3,0,25,0,0,53
22305,26,10,3,0,25,26,10,54
22306,68,6,3,0,25,68,6,55
22307,149,8,3,0,25,149,8,56
22308,45,1,3,0,25,45,1,57
22309,53,9,3,0,25,53,9,58
22310,263,37,3,0,25,263,37,59
22311,0,0,3,0,25,0,0,60
22312,76,9,3,0,25,76,9,61
22313,34,3,3,0,25,34,3,62
22314,32,3,3,0,25,32,3,63
22315,8,2,3,0,25,8,2,64
22316,27,1,3,0,25,27,1,65
22317,24,0,3,0,25,24,0,66
22318,19,8,3,0,25,19,8,67
22319,28,7,3,0,25,28,7,68
22320,42,7,3,0,25,42,7,69
22321,55,7,3,0,25,55,7,70
22322,24,0,3,0,25,24,0,71
22323,28,5,3,0,25,28,5,72
22324,22,3,3,0,25,22,3,73
22325,16,0,3,0,25,16,0,74
22326,42,12,3,0,25,42,12,75
22327,36,0,3,0,25,36,0,76
22328,33,17,3,0,25,33,17,77
22329,28,1,3,0,25,28,1,78
22330,0,0,3,0,25,0,0,79
22331,4,4,3,0,25,4,4,80
22332,0,0,3,0,25,0,0,81
22333,36,2,3,0,25,36,2,82
22334,4,2,3,0,25,4,2,83
22335,34,6,3,0,25,34,6,84
22336,50,7,3,0,25,50,7,85
22337,57,16,3,0,25,57,16,86
22338,0,0,3,0,25,0,0,87
22339,8803,957,4,1,25,8803,957,0
22340,3134,133,4,2,25,3134,133,0
22341,916,60,4,3,25,916,60,0
22342,298,58,4,4,25,298,58,0
22343,311,68,4,5,25,311,68,0
22344,709,168,4,6,25,709,168,0
22345,229,41,4,7,25,229,41,0
22346,989,86,4,8,25,989,86,0
22347,1129,137,4,9,25,1129,137,0
22348,251,34,4,10,25,251,34,0
22349,174,40,4,11,25,174,40,0
22350,147,20,4,12,25,147,20,0
22351,238,28,4,13,25,238,28,0
22352,96,19,4,14,25,96,19,0
22353,182,65,4,15,25,182,65,0
22354,631,29,4,0,25,631,29,1
22355,644,24,4,0,25,644,24,2
22356,648,37,4,0,25,648,37,3
22357,1211,43,4,0,25,1211,43,4
22358,0,0,4,0,25,0,0,5
22359,49,3,4,0,25,49,3,6
22360,62,1,4,0,25,62,1,7
22361,98,9,4,0,25,98,9,8
22362,53,5,4,0,25,53,5,9
22363,26,3,4,0,25,26,3,10
22364,60,8,4,0,25,60,8,11
22365,124,15,4,0,25,124,15,12
22366,58,0,4,0,25,58,0,13
22367,81,2,4,0,25,81,2,14
22368,22,2,4,0,25,22,2,15
22369,130,4,4,0,25,130,4,16
22370,81,4,4,0,25,81,4,17
22371,72,4,4,0,25,72,4,18
22372,141,23,4,0,25,141,23,19
22373,24,5,4,0,25,24,5,20
22374,22,6,4,0,25,22,6,21
22375,23,3,4,0,25,23,3,22
22376,13,6,4,0,25,13,6,23
22377,42,9,4,0,25,42,9,24
22378,33,6,4,0,25,33,6,25
22379,12,5,4,0,25,12,5,26
22380,35,12,4,0,25,35,12,27
22381,168,31,4,0,25,168,31,28
22382,25,2,4,0,25,25,2,29
22383,25,7,4,0,25,25,7,30
22384,27,7,4,0,25,27,7,31
22385,19,4,4,0,25,19,4,32
22386,51,13,4,0,25,51,13,33
22387,109,21,4,0,25,109,21,34
22388,82,16,4,0,25,82,16,35
22389,52,6,4,0,25,52,6,36
22390,121,34,4,0,25,121,34,37
22391,168,54,4,0,25,168,54,38
22392,126,24,4,0,25,126,24,39
22393,74,18,4,0,25,74,18,40
22394,26,4,4,0,25,26,4,41
22395,39,5,4,0,25,39,5,42
22396,25,3,4,0,25,25,3,43
22397,65,11,4,0,25,65,11,44
22398,0,0,4,0,25,0,0,45
22399,719,58,4,0,25,719,58,46
22400,121,9,4,0,25,121,9,47
22401,46,6,4,0,25,46,6,48
22402,26,3,4,0,25,26,3,49
22403,33,4,4,0,25,33,4,50
22404,44,6,4,0,25,44,6,51
22405,0,0,4,0,25,0,0,52
22406,0,0,4,0,25,0,0,53
22407,19,4,4,0,25,19,4,54
22408,120,18,4,0,25,120,18,55
22409,184,37,4,0,25,184,37,56
22410,43,7,4,0,25,43,7,57
22411,54,7,4,0,25,54,7,58
22412,709,64,4,0,25,709,64,59
22413,0,0,4,0,25,0,0,60
22414,153,20,4,0,25,153,20,61
22415,33,4,4,0,25,33,4,62
22416,20,4,4,0,25,20,4,63
22417,13,4,4,0,25,13,4,64
22418,32,2,4,0,25,32,2,65
22419,67,15,4,0,25,67,15,66
22420,28,7,4,0,25,28,7,67
22421,32,5,4,0,25,32,5,68
22422,47,13,4,0,25,47,13,69
22423,46,9,4,0,25,46,9,70
22424,30,2,4,0,25,30,2,71
22425,30,2,4,0,25,30,2,72
22426,26,5,4,0,25,26,5,73
22427,15,2,4,0,25,15,2,74
22428,25,3,4,0,25,25,3,75
22429,127,13,4,0,25,127,13,76
22430,29,8,4,0,25,29,8,77
22431,57,4,4,0,25,57,4,78
22432,0,0,4,0,25,0,0,79
22433,13,12,4,0,25,13,12,80
22434,0,0,4,0,25,0,0,81
22435,74,5,4,0,25,74,5,82
22436,9,2,4,0,25,9,2,83
22437,48,14,4,0,25,48,14,84
22438,88,32,4,0,25,88,32,85
22439,46,19,4,0,25,46,19,86
22440,0,0,4,0,25,0,0,87
22441,1459,141,5,1,25,1459,141,0
22442,309,19,5,2,25,309,19,0
22443,184,10,5,3,25,184,10,0
22444,67,12,5,4,25,67,12,0
22445,45,14,5,5,25,45,14,0
22446,139,14,5,6,25,139,14,0
22447,56,9,5,7,25,56,9,0
22448,173,14,5,8,25,173,14,0
22449,212,19,5,9,25,212,19,0
22450,90,2,5,10,25,90,2,0
22451,47,4,5,11,25,47,4,0
22452,46,5,5,12,25,46,5,0
22453,44,10,5,13,25,44,10,0
22454,15,2,5,14,25,15,2,0
22455,32,7,5,15,25,32,7,0
22456,66,7,5,0,25,66,7,1
22457,75,3,5,0,25,75,3,2
22458,64,4,5,0,25,64,4,3
22459,104,5,5,0,25,104,5,4
22460,0,0,5,0,25,0,0,5
22461,1,0,5,0,25,1,0,6
22462,19,0,5,0,25,19,0,7
22463,28,3,5,0,25,28,3,8
22464,12,0,5,0,25,12,0,9
22465,5,0,5,0,25,5,0,10
22466,15,4,5,0,25,15,4,11
22467,21,2,5,0,25,21,2,12
22468,10,0,5,0,25,10,0,13
22469,24,0,5,0,25,24,0,14
22470,6,1,5,0,25,6,1,15
22471,18,0,5,0,25,18,0,16
22472,14,0,5,0,25,14,0,17
22473,11,0,5,0,25,11,0,18
22474,21,2,5,0,25,21,2,19
22475,1,0,5,0,25,1,0,20
22476,14,6,5,0,25,14,6,21
22477,10,0,5,0,25,10,0,22
22478,6,2,5,0,25,6,2,23
22479,7,0,5,0,25,7,0,24
22480,8,2,5,0,25,8,2,25
22481,7,4,5,0,25,7,4,26
22482,2,1,5,0,25,2,1,27
22483,27,5,5,0,25,27,5,28
22484,0,0,5,0,25,0,0,29
22485,6,3,5,0,25,6,3,30
22486,0,0,5,0,25,0,0,31
22487,3,1,5,0,25,3,1,32
22488,23,3,5,0,25,23,3,33
22489,39,1,5,0,25,39,1,34
22490,11,1,5,0,25,11,1,35
22491,5,1,5,0,25,5,1,36
22492,21,4,5,0,25,21,4,37
22493,15,2,5,0,25,15,2,38
22494,25,2,5,0,25,25,2,39
22495,16,3,5,0,25,16,3,40
22496,8,0,5,0,25,8,0,41
22497,13,1,5,0,25,13,1,42
22498,9,2,5,0,25,9,2,43
22499,10,3,5,0,25,10,3,44
22500,0,0,5,0,25,0,0,45
22501,103,9,5,0,25,103,9,46
22502,12,2,5,0,25,12,2,47
22503,11,0,5,0,25,11,0,48
22504,18,2,5,0,25,18,2,49
22505,16,1,5,0,25,16,1,50
22506,13,0,5,0,25,13,0,51
22507,0,0,5,0,25,0,0,52
22508,0,0,5,0,25,0,0,53
22509,9,0,5,0,25,9,0,54
22510,30,5,5,0,25,30,5,55
22511,44,4,5,0,25,44,4,56
22512,21,1,5,0,25,21,1,57
22513,14,2,5,0,25,14,2,58
22514,94,7,5,0,25,94,7,59
22515,0,0,5,0,25,0,0,60
22516,38,0,5,0,25,38,0,61
22517,19,0,5,0,25,19,0,62
22518,19,1,5,0,25,19,1,63
22519,8,1,5,0,25,8,1,64
22520,6,0,5,0,25,6,0,65
22521,19,2,5,0,25,19,2,66
22522,7,0,5,0,25,7,0,67
22523,13,2,5,0,25,13,2,68
22524,8,0,5,0,25,8,0,69
22525,15,0,5,0,25,15,0,70
22526,7,0,5,0,25,7,0,71
22527,12,5,5,0,25,12,5,72
22528,8,0,5,0,25,8,0,73
22529,4,0,5,0,25,4,0,74
22530,8,1,5,0,25,8,1,75
22531,21,3,5,0,25,21,3,76
22532,10,5,5,0,25,10,5,77
22533,5,1,5,0,25,5,1,78
22534,0,0,5,0,25,0,0,79
22535,1,1,5,0,25,1,1,80
22536,0,0,5,0,25,0,0,81
22537,14,1,5,0,25,14,1,82
22538,0,0,5,0,25,0,0,83
22539,7,1,5,0,25,7,1,84
22540,16,3,5,0,25,16,3,85
22541,9,3,5,0,25,9,3,86
22542,0,0,5,0,25,0,0,87
22543,1947,1105,6,1,25,1947,1105,0
22544,252,169,6,2,25,252,169,0
22545,288,181,6,3,25,288,181,0
22546,125,66,6,4,25,125,66,0
22547,79,61,6,5,25,79,61,0
22548,250,124,6,6,25,250,124,0
22549,92,58,6,7,25,92,58,0
22550,214,92,6,8,25,214,92,0
22551,227,130,6,9,25,227,130,0
22552,104,32,6,10,25,104,32,0
22553,82,37,6,11,25,82,37,0
22554,62,28,6,12,25,62,28,0
22555,46,33,6,13,25,46,33,0
22556,41,25,6,14,25,41,25,0
22557,85,69,6,15,25,85,69,0
22558,56,37,6,0,25,56,37,1
22559,52,33,6,0,25,52,33,2
22560,76,57,6,0,25,76,57,3
22561,68,42,6,0,25,68,42,4
22562,0,0,6,0,25,0,0,5
22563,18,10,6,0,25,18,10,6
22564,21,12,6,0,25,21,12,7
22565,44,31,6,0,25,44,31,8
22566,27,14,6,0,25,27,14,9
22567,13,7,6,0,25,13,7,10
22568,41,39,6,0,25,41,39,11
22569,21,15,6,0,25,21,15,12
22570,21,13,6,0,25,21,13,13
22571,13,6,6,0,25,13,6,14
22572,10,4,6,0,25,10,4,15
22573,20,12,6,0,25,20,12,16
22574,26,11,6,0,25,26,11,17
22575,13,7,6,0,25,13,7,18
22576,34,16,6,0,25,34,16,19
22577,16,8,6,0,25,16,8,20
22578,14,5,6,0,25,14,5,21
22579,16,8,6,0,25,16,8,22
22580,10,6,6,0,25,10,6,23
22581,11,8,6,0,25,11,8,24
22582,24,15,6,0,25,24,15,25
22583,16,12,6,0,25,16,12,26
22584,5,3,6,0,25,5,3,27
22585,23,16,6,0,25,23,16,28
22586,9,9,6,0,25,9,9,29
22587,11,9,6,0,25,11,9,30
22588,2,2,6,0,25,2,2,31
22589,13,10,6,0,25,13,10,32
22590,45,28,6,0,25,45,28,33
22591,26,15,6,0,25,26,15,34
22592,50,26,6,0,25,50,26,35
22593,22,5,6,0,25,22,5,36
22594,40,19,6,0,25,40,19,37
22595,42,22,6,0,25,42,22,38
22596,25,9,6,0,25,25,9,39
22597,26,16,6,0,25,26,16,40
22598,15,7,6,0,25,15,7,41
22599,11,7,6,0,25,11,7,42
22600,13,7,6,0,25,13,7,43
22601,27,21,6,0,25,27,21,44
22602,0,0,6,0,25,0,0,45
22603,109,47,6,0,25,109,47,46
22604,21,7,6,0,25,21,7,47
22605,22,13,6,0,25,22,13,48
22606,15,4,6,0,25,15,4,49
22607,25,7,6,0,25,25,7,50
22608,22,14,6,0,25,22,14,51
22609,0,0,6,0,25,0,0,52
22610,0,0,6,0,25,0,0,53
22611,19,13,6,0,25,19,13,54
22612,22,12,6,0,25,22,12,55
22613,76,48,6,0,25,76,48,56
22614,24,12,6,0,25,24,12,57
22615,29,17,6,0,25,29,17,58
22616,57,28,6,0,25,57,28,59
22617,0,0,6,0,25,0,0,60
22618,43,11,6,0,25,43,11,61
22619,21,7,6,0,25,21,7,62
22620,16,6,6,0,25,16,6,63
22621,7,3,6,0,25,7,3,64
22622,17,5,6,0,25,17,5,65
22623,28,15,6,0,25,28,15,66
22624,16,2,6,0,25,16,2,67
22625,13,5,6,0,25,13,5,68
22626,25,15,6,0,25,25,15,69
22627,15,2,6,0,25,15,2,70
22628,9,2,6,0,25,9,2,71
22629,17,9,6,0,25,17,9,72
22630,13,9,6,0,25,13,9,73
22631,8,6,6,0,25,8,6,74
22632,7,7,6,0,25,7,7,75
22633,20,14,6,0,25,20,14,76
22634,6,6,6,0,25,6,6,77
22635,13,6,6,0,25,13,6,78
22636,0,0,6,0,25,0,0,79
22637,11,11,6,0,25,11,11,80
22638,0,0,6,0,25,0,0,81
22639,28,13,6,0,25,28,13,82
22640,2,1,6,0,25,2,1,83
22641,25,18,6,0,25,25,18,84
22642,28,25,6,0,25,28,25,85
22643,32,26,6,0,25,32,26,86
22644,0,0,6,0,25,0,0,87
22645,2304,1525,7,1,25,2304,1525,0
22646,181,115,7,2,25,181,115,0
22647,360,243,7,3,25,360,243,0
22648,123,71,7,4,25,123,71,0
22649,180,121,7,5,25,180,121,0
22650,260,175,7,6,25,260,175,0
22651,116,75,7,7,25,116,75,0
22652,268,186,7,8,25,268,186,0
22653,289,183,7,9,25,289,183,0
22654,125,80,7,10,25,125,80,0
22655,120,76,7,11,25,120,76,0
22656,72,49,7,12,25,72,49,0
22657,83,57,7,13,25,83,57,0
22658,44,28,7,14,25,44,28,0
22659,83,66,7,15,25,83,66,0
22660,32,23,7,0,25,32,23,1
22661,44,33,7,0,25,44,33,2
22662,58,32,7,0,25,58,32,3
22663,47,27,7,0,25,47,27,4
22664,0,0,7,0,25,0,0,5
22665,31,15,7,0,25,31,15,6
22666,9,8,7,0,25,9,8,7
22667,51,42,7,0,25,51,42,8
22668,33,20,7,0,25,33,20,9
22669,21,16,7,0,25,21,16,10
22670,31,21,7,0,25,31,21,11
22671,22,17,7,0,25,22,17,12
22672,26,23,7,0,25,26,23,13
22673,36,23,7,0,25,36,23,14
22674,24,15,7,0,25,24,15,15
22675,31,17,7,0,25,31,17,16
22676,26,15,7,0,25,26,15,17
22677,19,11,7,0,25,19,11,18
22678,32,16,7,0,25,32,16,19
22679,9,7,7,0,25,9,7,20
22680,23,11,7,0,25,23,11,21
22681,12,7,7,0,25,12,7,22
22682,8,6,7,0,25,8,6,23
22683,17,9,7,0,25,17,9,24
22684,22,15,7,0,25,22,15,25
22685,21,17,7,0,25,21,17,26
22686,14,11,7,0,25,14,11,27
22687,74,41,7,0,25,74,41,28
22688,16,10,7,0,25,16,10,29
22689,29,21,7,0,25,29,21,30
22690,15,13,7,0,25,15,13,31
22691,11,8,7,0,25,11,8,32
22692,28,25,7,0,25,28,25,33
22693,64,41,7,0,25,64,41,34
22694,32,21,7,0,25,32,21,35
22695,24,15,7,0,25,24,15,36
22696,41,23,7,0,25,41,23,37
22697,40,23,7,0,25,40,23,38
22698,31,27,7,0,25,31,27,39
22699,33,31,7,0,25,33,31,40
22700,10,8,7,0,25,10,8,41
22701,14,14,7,0,25,14,14,42
22702,16,6,7,0,25,16,6,43
22703,43,16,7,0,25,43,16,44
22704,0,0,7,0,25,0,0,45
22705,94,56,7,0,25,94,56,46
22706,37,25,7,0,25,37,25,47
22707,31,27,7,0,25,31,27,48
22708,35,17,7,0,25,35,17,49
22709,22,17,7,0,25,22,17,50
22710,49,44,7,0,25,49,44,51
22711,0,0,7,0,25,0,0,52
22712,0,0,7,0,25,0,0,53
22713,27,17,7,0,25,27,17,54
22714,38,23,7,0,25,38,23,55
22715,65,44,7,0,25,65,44,56
22716,35,19,7,0,25,35,19,57
22717,39,27,7,0,25,39,27,58
22718,85,53,7,0,25,85,53,59
22719,0,0,7,0,25,0,0,60
22720,52,32,7,0,25,52,32,61
22721,14,12,7,0,25,14,12,62
22722,26,18,7,0,25,26,18,63
22723,16,7,7,0,25,16,7,64
22724,17,11,7,0,25,17,11,65
22725,31,16,7,0,25,31,16,66
22726,25,14,7,0,25,25,14,67
22727,37,28,7,0,25,37,28,68
22728,27,18,7,0,25,27,18,69
22729,8,5,7,0,25,8,5,70
22730,21,17,7,0,25,21,17,71
22731,19,14,7,0,25,19,14,72
22732,8,3,7,0,25,8,3,73
22733,16,10,7,0,25,16,10,74
22734,14,9,7,0,25,14,9,75
22735,31,23,7,0,25,31,23,76
22736,16,9,7,0,25,16,9,77
22737,22,16,7,0,25,22,16,78
22738,0,0,7,0,25,0,0,79
22739,16,15,7,0,25,16,15,80
22740,1,0,7,0,25,1,0,81
22741,22,9,7,0,25,22,9,82
22742,5,4,7,0,25,5,4,83
22743,22,21,7,0,25,22,21,84
22744,30,24,7,0,25,30,24,85
22745,31,21,7,0,25,31,21,86
22746,0,0,7,0,25,0,0,87
22747,2353,503,8,1,25,2353,503,0
22748,368,46,8,2,25,368,46,0
22749,232,24,8,3,25,232,24,0
22750,145,53,8,4,25,145,53,0
22751,83,43,8,5,25,83,43,0
22752,303,86,8,6,25,303,86,0
22753,93,26,8,7,25,93,26,0
22754,268,35,8,8,25,268,35,0
22755,335,44,8,9,25,335,44,0
22756,134,17,8,10,25,134,17,0
22757,124,19,8,11,25,124,19,0
22758,75,14,8,12,25,75,14,0
22759,100,25,8,13,25,100,25,0
22760,14,5,8,14,25,14,5,0
22761,79,66,8,15,25,79,66,0
22762,124,21,8,0,25,124,21,1
22763,80,8,8,0,25,80,8,2
22764,93,12,8,0,25,93,12,3
22765,71,5,8,0,25,71,5,4
22766,0,0,8,0,25,0,0,5
22767,12,3,8,0,25,12,3,6
22768,13,0,8,0,25,13,0,7
22769,41,3,8,0,25,41,3,8
22770,26,4,8,0,25,26,4,9
22771,9,2,8,0,25,9,2,10
22772,15,2,8,0,25,15,2,11
22773,26,4,8,0,25,26,4,12
22774,18,2,8,0,25,18,2,13
22775,12,0,8,0,25,12,0,14
22776,8,0,8,0,25,8,0,15
22777,21,1,8,0,25,21,1,16
22778,18,1,8,0,25,18,1,17
22779,13,2,8,0,25,13,2,18
22780,58,33,8,0,25,58,33,19
22781,10,0,8,0,25,10,0,20
22782,13,1,8,0,25,13,1,21
22783,21,6,8,0,25,21,6,22
22784,9,2,8,0,25,9,2,23
22785,17,6,8,0,25,17,6,24
22786,17,5,8,0,25,17,5,25
22787,17,15,8,0,25,17,15,26
22788,5,3,8,0,25,5,3,27
22789,37,5,8,0,25,37,5,28
22790,3,1,8,0,25,3,1,29
22791,9,8,8,0,25,9,8,30
22792,3,2,8,0,25,3,2,31
22793,9,9,8,0,25,9,9,32
22794,56,9,8,0,25,56,9,33
22795,36,10,8,0,25,36,10,34
22796,30,4,8,0,25,30,4,35
22797,30,9,8,0,25,30,9,36
22798,47,24,8,0,25,47,24,37
22799,55,21,8,0,25,55,21,38
22800,49,9,8,0,25,49,9,39
22801,25,1,8,0,25,25,1,40
22802,10,5,8,0,25,10,5,41
22803,21,11,8,0,25,21,11,42
22804,13,4,8,0,25,13,4,43
22805,24,5,8,0,25,24,5,44
22806,0,0,8,0,25,0,0,45
22807,141,20,8,0,25,141,20,46
22808,26,5,8,0,25,26,5,47
22809,21,3,8,0,25,21,3,48
22810,25,3,8,0,25,25,3,49
22811,32,3,8,0,25,32,3,50
22812,23,1,8,0,25,23,1,51
22813,0,0,8,0,25,0,0,52
22814,0,0,8,0,25,0,0,53
22815,27,6,8,0,25,27,6,54
22816,64,4,8,0,25,64,4,55
22817,51,11,8,0,25,51,11,56
22818,28,1,8,0,25,28,1,57
22819,35,5,8,0,25,35,5,58
22820,130,17,8,0,25,130,17,59
22821,0,0,8,0,25,0,0,60
22822,39,4,8,0,25,39,4,61
22823,27,6,8,0,25,27,6,62
22824,19,4,8,0,25,19,4,63
22825,5,1,8,0,25,5,1,64
22826,44,2,8,0,25,44,2,65
22827,64,3,8,0,25,64,3,66
22828,13,3,8,0,25,13,3,67
22829,21,5,8,0,25,21,5,68
22830,26,8,8,0,25,26,8,69
22831,14,0,8,0,25,14,0,70
22832,18,1,8,0,25,18,1,71
22833,14,4,8,0,25,14,4,72
22834,12,2,8,0,25,12,2,73
22835,17,7,8,0,25,17,7,74
22836,18,6,8,0,25,18,6,75
22837,32,5,8,0,25,32,5,76
22838,28,6,8,0,25,28,6,77
22839,22,8,8,0,25,22,8,78
22840,0,0,8,0,25,0,0,79
22841,6,3,8,0,25,6,3,80
22842,0,0,8,0,25,0,0,81
22843,8,2,8,0,25,8,2,82
22844,0,0,8,0,25,0,0,83
22845,30,24,8,0,25,30,24,84
22846,31,28,8,0,25,31,28,85
22847,18,14,8,0,25,18,14,86
22848,0,0,8,0,25,0,0,87
22849,2,2,9,1,25,2,2,0
22850,0,0,9,2,25,0,0,0
22851,0,0,9,3,25,0,0,0
22852,1,1,9,4,25,1,1,0
22853,0,0,9,5,25,0,0,0
22854,1,1,9,6,25,1,1,0
22855,0,0,9,7,25,0,0,0
22856,0,0,9,8,25,0,0,0
22857,0,0,9,9,25,0,0,0
22858,0,0,9,10,25,0,0,0
22859,0,0,9,11,25,0,0,0
22860,0,0,9,12,25,0,0,0
22861,0,0,9,13,25,0,0,0
22862,0,0,9,14,25,0,0,0
22863,0,0,9,15,25,0,0,0
22864,0,0,9,0,25,0,0,1
22865,0,0,9,0,25,0,0,2
22866,0,0,9,0,25,0,0,3
22867,0,0,9,0,25,0,0,4
22868,0,0,9,0,25,0,0,5
22869,0,0,9,0,25,0,0,6
22870,0,0,9,0,25,0,0,7
22871,0,0,9,0,25,0,0,8
22872,0,0,9,0,25,0,0,9
22873,0,0,9,0,25,0,0,10
22874,0,0,9,0,25,0,0,11
22875,0,0,9,0,25,0,0,12
22876,0,0,9,0,25,0,0,13
22877,0,0,9,0,25,0,0,14
22878,0,0,9,0,25,0,0,15
22879,0,0,9,0,25,0,0,16
22880,0,0,9,0,25,0,0,17
22881,0,0,9,0,25,0,0,18
22882,0,0,9,0,25,0,0,19
22883,0,0,9,0,25,0,0,20
22884,0,0,9,0,25,0,0,21
22885,0,0,9,0,25,0,0,22
22886,0,0,9,0,25,0,0,23
22887,0,0,9,0,25,0,0,24
22888,1,1,9,0,25,1,1,25
22889,0,0,9,0,25,0,0,26
22890,0,0,9,0,25,0,0,27
22891,0,0,9,0,25,0,0,28
22892,0,0,9,0,25,0,0,29
22893,0,0,9,0,25,0,0,30
22894,0,0,9,0,25,0,0,31
22895,0,0,9,0,25,0,0,32
22896,0,0,9,0,25,0,0,33
22897,0,0,9,0,25,0,0,34
22898,0,0,9,0,25,0,0,35
22899,1,1,9,0,25,1,1,36
22900,0,0,9,0,25,0,0,37
22901,0,0,9,0,25,0,0,38
22902,0,0,9,0,25,0,0,39
22903,0,0,9,0,25,0,0,40
22904,0,0,9,0,25,0,0,41
22905,0,0,9,0,25,0,0,42
22906,0,0,9,0,25,0,0,43
22907,0,0,9,0,25,0,0,44
22908,0,0,9,0,25,0,0,45
22909,0,0,9,0,25,0,0,46
22910,0,0,9,0,25,0,0,47
22911,0,0,9,0,25,0,0,48
